customer_id,first_name,last_name,state
786,Aditya,Mehta,Chhattisgarh
787,Divya,Kumar,Punjab
788,Pooja,Williams,West Bengal
789,Rohan,Verma,Bihar
790,Anil,Jones,Goa
791,Divya,Bansal,Karnataka
792,Myra,Malhotra,Kerala
793,Mary,Chopra,Delhi
794,Ishaan,Mehta,Karnataka
795,Priya,Mishra,Maharashtra
796,Anjali,Chopra,Telangana
797,Sai,Chopra,Jharkhand
798,Deepak,Jones,Delhi
799,Thomas,Kumar,Assam
800,Anjali,Reddy,Assam
801,Sanjay,Smith,Uttarakhand
802,Saanvi,Saxena,Goa
803,Joseph,Bansal,West Bengal
804,Isha,Gupta,Telangana
805,Chris,Malhotra,Punjab
806,Michael,Taylor,Uttarakhand
807,Sai,Singh,Madhya Pradesh
808,Deepak,Joshi,Haryana
809,Saanvi,Mehta,Haryana
810,Nikita,Smith,Uttar Pradesh
811,Chris,Iyer,Gujarat
812,Suresh,Tiwari,Odisha
813,Swati,Kumar,Odisha
814,Aditya,Taylor,West Bengal
815,Saanvi,Johnson,Haryana
816,Rohan,Jones,Karnataka
817,Krishna,Brown,Maharashtra
818,Isha,Tiwari,Delhi
819,Susan,Davis,Kerala
820,Aarav,Mehta,Tamil Nadu
821,Meera,Kapoor,Assam
822,Vivaan,Mehta,Rajasthan
823,Joseph,Saxena,Rajasthan
824,Aadhya,Saxena,Jharkhand
825,Thomas,Nair,Chhattisgarh
826,Priya,Tiwari,Delhi
827,William,Williams,Uttar Pradesh
828,Rajesh,Mishra,Jharkhand
829,Aditya,Nair,Gujarat
830,Vihaan,Iyer,Rajasthan
831,Mary,Williams,Goa
832,Riya,Verma,Odisha
833,John,Sharma,Karnataka
834,Rajesh,Johnson,Telangana
835,Robert,Wilson,Haryana
836,Susan,Singh,Uttar Pradesh
837,Anika,Wilson,Bihar
838,Myra,Chopra,Jharkhand
839,David,Singh,Punjab
840,Neha,Wilson,Goa
841,Kiran,Gupta,Gujarat
842,Saanvi,Bansal,Odisha
843,Anjali,Taylor,Uttar Pradesh
844,Aditya,Rao,Jharkhand
845,Meera,Mehta,Assam
846,Sanjay,Brown,Gujarat
847,Vivaan,Joshi,Haryana
848,Suresh,Smith,Kerala
849,Isha,Bansal,Telangana
850,Patricia,Verma,Telangana
851,Jessica,Chopra,Uttar Pradesh
852,Anjali,Nair,West Bengal
853,Rohan,Mehta,Bihar
854,Robert,Kumar,Karnataka
855,Richard,Chopra,Jharkhand
856,Michael,Tiwari,West Bengal
857,Manoj,Rao,Uttarakhand
858,Rohan,Malhotra,Kerala
859,Karen,Tiwari,Punjab
860,Anil,Saxena,Delhi
861,Aadhya,Smith,Delhi
862,Shreya,Saxena,Rajasthan
863,Susan,Kumar,Kerala
864,William,Williams,Jharkhand
865,Karen,Kumar,Madhya Pradesh
866,Karen,Jones,Delhi
867,John,Taylor,Uttarakhand
868,Karen,Patel,Punjab
869,Arjun,Saxena,Chhattisgarh
870,Richard,Singh,Gujarat
871,Rahul,Davis,Delhi
872,Richard,Sharma,Punjab
873,Jessica,Malhotra,Madhya Pradesh
874,Meera,Kapoor,Telangana
875,Rohan,Jones,Rajasthan
876,Reyansh,Kumar,Gujarat
877,Vivaan,Jones,Goa
878,Swati,Nair,Goa
879,Divya,Tiwari,West Bengal
880,Nikita,Rao,West Bengal
881,Michael,Sharma,Haryana
882,Sai,Williams,Assam
883,Ishaan,Bansal,Goa
884,Priya,Williams,Haryana
885,Diya,Wilson,Bihar
886,Neha,Agarwal,Delhi
887,Ananya,Reddy,West Bengal
888,Aditya,Malhotra,Uttar Pradesh
889,Emily,Nair,Madhya Pradesh
890,Myra,Brown,Rajasthan
891,Thomas,Reddy,Karnataka
892,Diya,Taylor,Odisha
893,Susan,Tiwari,Assam
894,William,Mehta,Odisha
895,Jessica,Rao,Madhya Pradesh
896,Sanjay,Jones,Maharashtra
897,Nikita,Brown,Bihar
898,Richard,Mehta,Bihar
899,Swati,Brown,Uttarakhand
900,Nikita,Saxena,Jharkhand
901,John,Anderson,Maharashtra
902,Sneha,Singh,Odisha
903,Ravi,Davis,Maharashtra
904,Jessica,Rao,Jharkhand
905,Kiran,Chopra,Maharashtra
906,Anjali,Chopra,Jharkhand
907,Thomas,Smith,Maharashtra
908,Saanvi,Iyer,Odisha
909,Sanjay,Anderson,Kerala
910,Chris,Davis,Kerala
911,Ravi,Patel,Madhya Pradesh
912,Anika,Tiwari,Maharashtra
913,William,Bansal,Delhi
914,Ravi,Davis,Odisha
915,Sai,Brown,Jharkhand
916,Krishna,Patel,Uttarakhand
917,Sarah,Williams,Chhattisgarh
918,Ishaan,Chopra,Madhya Pradesh
919,Rahul,Kapoor,Uttar Pradesh
920,Diya,Kapoor,Uttarakhand
921,Sarah,Williams,Rajasthan
922,Jessica,Kapoor,Karnataka
923,Kavya,Mehta,Gujarat
924,David,Brown,Tamil Nadu
925,Sai,Singh,Odisha
926,James,Joshi,Karnataka
927,Sneha,Williams,Bihar
928,Richard,Miller,Jharkhand
929,Swati,Patel,Bihar
930,Anjali,Chopra,Maharashtra
931,Chris,Patel,Punjab
932,Divya,Wilson,Delhi
933,Ananya,Wilson,Delhi
934,Diya,Jones,Maharashtra
935,Manoj,Iyer,Kerala
936,Richard,Jones,Odisha
937,Anika,Smith,Gujarat
938,Krishna,Anderson,Delhi
939,Saanvi,Sharma,Goa
940,Thomas,Nair,Uttar Pradesh
941,Ravi,Agarwal,Assam
942,Kiran,Miller,Uttar Pradesh
943,Nikita,Anderson,Assam
944,Isha,Reddy,Uttarakhand
945,Robert,Agarwal,Odisha
946,Manoj,Kapoor,Karnataka
947,Nikita,Tiwari,Uttar Pradesh
948,Isha,Anderson,Chhattisgarh
949,Riya,Tiwari,Chhattisgarh
950,Jennifer,Davis,Rajasthan
951,Vihaan,Patel,Delhi
952,Vihaan,Smith,Haryana
953,Aditya,Kumar,Maharashtra
954,Robert,Mishra,Goa
955,Meera,Mehta,Karnataka
956,Vihaan,Singh,Madhya Pradesh
957,Diya,Patel,Kerala
958,Swati,Johnson,Goa
959,Divya,Miller,Chhattisgarh
960,Diya,Kapoor,Uttarakhand
961,Vikram,Taylor,Maharashtra
962,Sai,Jones,Kerala
963,Rahul,Joshi,Bihar
964,Jennifer,Gupta,Madhya Pradesh
965,Linda,Saxena,Karnataka
966,Anika,Agarwal,Delhi
967,Krishna,Williams,Telangana
968,Amit,Bansal,Madhya Pradesh
969,Sneha,Reddy,Rajasthan
970,Swati,Verma,Tamil Nadu
971,Divya,Brown,Jharkhand
972,Sai,Agarwal,Goa
973,Emily,Miller,Kerala
974,Deepak,Tiwari,Punjab
975,Kavya,Bansal,Uttarakhand
976,Swati,Joshi,Delhi
977,Swati,Mishra,Assam
978,Sneha,Brown,Assam
979,Neha,Miller,Gujarat
980,Jessica,Tiwari,West Bengal
981,David,Iyer,Rajasthan
982,Aarav,Singh,Uttar Pradesh
983,Ravi,Smith,Tamil Nadu
984,Joseph,Wilson,Rajasthan
985,Patricia,Tiwari,Madhya Pradesh
986,Manoj,Verma,Punjab
987,Suresh,Saxena,Rajasthan
988,Aarav,Smith,Rajasthan
989,William,Iyer,Telangana
990,Mary,Gupta,Kerala
991,Meera,Bansal,Chhattisgarh
992,Rahul,Jones,Uttar Pradesh
993,Krishna,Johnson,Punjab
994,Amit,Chopra,Uttarakhand
995,Swati,Sharma,Gujarat
996,Saanvi,Mehta,Punjab
997,Emily,Johnson,Assam
998,Karen,Agarwal,Maharashtra
999,John,Kumar,Assam
1000,Rohan,Smith,Odisha
